CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
678c63876d8d   peer4.org2.example.com                                                                                  3.89%     105.3MiB / 11.57GiB   9.53MB / 6.58MB   0B / 3.58MB      10
9054d5293db2   peer3.org2.example.com                                                                                  4.19%     101.7MiB / 11.57GiB   9.39MB / 6.27MB   0B / 3.58MB      10
4cea85f1aa47   peer2.org2.example.com                                                                                  3.50%     84.41MiB / 11.57GiB   9.47MB / 6.61MB   0B / 3.58MB      11
c55d40829ff3   peer1.org2.example.com                                                                                  4.29%     94.38MiB / 11.57GiB   9.71MB / 6.6MB    0B / 3.59MB      12
08ade0223f02   peer7.org1.example.com                                                                                  9.97%     101.5MiB / 11.57GiB   69.5MB / 189MB    0B / 3.59MB      12
b205eb272545   peer6.org1.example.com                                                                                  10.04%    108MiB / 11.57GiB     69.2MB / 188MB    0B / 3.58MB      10
b4704e0267cc   peer5.org1.example.com                                                                                  10.84%    109MiB / 11.57GiB     69.6MB / 190MB    0B / 3.58MB      11
5a0f9bea03ce   peer4.org1.example.com                                                                                  10.70%    110MiB / 11.57GiB     69.5MB / 189MB    0B / 3.58MB      12
1a480bd456c6   peer3.org1.example.com                                                                                  10.04%    117.1MiB / 11.57GiB   69.6MB / 190MB    0B / 3.58MB      12
fa70d2202b4f   peer2.org1.example.com                                                                                  9.03%     129.8MiB / 11.57GiB   69.8MB / 190MB    0B / 3.58MB      11
66d35b1ee5d1   peer1.org1.example.com                                                                                  9.19%     111.1MiB / 11.57GiB   69.5MB / 188MB    0B / 3.58MB      11
ec9efa6ab79b   cli                                                                                                     0.00%     1.066MiB / 11.57GiB   116kB / 17.6kB    0B / 336kB       1
c680561b1986   peer0.org1.example.com                                                                                  14.82%    147.2MiB / 11.57GiB   228MB / 161MB     0B / 3.44MB      11
06078c961359   peer0.org2.example.com                                                                                  5.59%     83.61MiB / 11.57GiB   11.6MB / 8.21MB   0B / 3.44MB      11
fd6d329a728d   couchdb0                                                                                                58.24%    115.6MiB / 11.57GiB   6.79MB / 158MB    0B / 1.55MB      42
8563171154d1   couchdb1                                                                                                2.07%     60.46MiB / 11.57GiB   574kB / 569kB     0B / 1.55MB      42
a585f400ce9d   orderer.example.com                                                                                     0.44%     23.76MiB / 11.57GiB   432kB / 3.72MB    0B / 643kB       12
347ecfa35135   ca_orderer                                                                                              0.00%     7.242MiB / 11.57GiB   30kB / 27.2kB     16.4kB / 659kB   8
07b3ed2821dc   ca_org2                                                                                                 0.00%     7.469MiB / 11.57GiB   77.8kB / 133kB    0B / 1.65MB      8
4e060823a6a3   ca_org1                                                                                                 0.00%     7.262MiB / 11.57GiB   78.1kB / 134kB    0B / 1.65MB      7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
3746c4adfd36   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   4.40%     10.02MiB / 2GiB       70.6MB / 59.6MB   0B / 0B          9
41808ef6296e   dev-peer4.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   23.04%    9.266MiB / 2GiB       73.2MB / 61.6MB   0B / 0B          9
7c58a9280cd3   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.01%     5.172MiB / 2GiB       6.75kB / 3.51kB   0B / 0B          7
739ec15121ac   dev-peer4.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.387MiB / 2GiB       7.03kB / 3.93kB   0B / 0B          7
6f76f36aec26   dev-peer7.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.01%     5.109MiB / 2GiB       6.84kB / 3.6kB    0B / 0B          7
ce17cc25e19a   dev-peer5.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.434MiB / 2GiB       6.89kB / 3.52kB   0B / 0B          6
8d952ea8584a   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.03%     6.094MiB / 2GiB       661kB / 790kB     0B / 0B          7
3f8cd61a72d1   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.44%    8.195MiB / 2GiB       73.6MB / 61.9MB   0B / 0B          9
b42e8004cbe2   dev-peer7.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   21.39%    11.41MiB / 2GiB       73.4MB / 61.8MB   0B / 0B          10
9de7490e6ba4   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   18.39%    10.8MiB / 2GiB        73.7MB / 62.1MB   0B / 0B          10
edc1b4f69ce0   dev-peer5.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.13%    9.168MiB / 2GiB       73.8MB / 62.2MB   0B / 0B          9
b1bc63b3ee11   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   21.79%    8.863MiB / 2GiB       73.4MB / 61.7MB   0B / 0B          10
7882f567d61d   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.578MiB / 2GiB       7.02kB / 3.51kB   0B / 0B          7
c87b0d29caf2   dev-peer6.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.273MiB / 2GiB       7.13kB / 3.58kB   0B / 0B          7
31a15a9f507f   dev-peer6.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   22.39%    10.61MiB / 2GiB       73.2MB / 61.6MB   0B / 0B          9
03be906b5a23   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.566MiB / 2GiB       6.89kB / 3.58kB   0B / 0B          7
05f60286b0ce   peer7.org2.example.com                                                                                  3.78%     80.51MiB / 11.57GiB   9.14MB / 6.09MB   0B / 3.58MB      10
be5395fdb678   peer6.org2.example.com                                                                                  5.28%     84.48MiB / 11.57GiB   9.46MB / 6.21MB   0B / 3.58MB      11
368063a35721   peer5.org2.example.com                                                                                  1.68%     84.35MiB / 11.57GiB   9.09MB / 6.51MB   0B / 3.58MB      12
678c63876d8d   peer4.org2.example.com                                                                                  2.00%     105.3MiB / 11.57GiB   9.62MB / 6.68MB   0B / 3.58MB      10
9054d5293db2   peer3.org2.example.com                                                                                  3.43%     101.7MiB / 11.57GiB   9.46MB / 6.35MB   0B / 3.58MB      10
4cea85f1aa47   peer2.org2.example.com                                                                                  4.88%     84.4MiB / 11.57GiB    9.56MB / 6.69MB   0B / 3.58MB      11
c55d40829ff3   peer1.org2.example.com                                                                                  3.83%     94.36MiB / 11.57GiB   9.78MB / 6.67MB   0B / 3.59MB      12
08ade0223f02   peer7.org1.example.com                                                                                  12.41%    109.2MiB / 11.57GiB   73.2MB / 200MB    0B / 3.59MB      12
b205eb272545   peer6.org1.example.com                                                                                  9.84%     108.1MiB / 11.57GiB   72.8MB / 199MB    0B / 3.58MB      10
b4704e0267cc   peer5.org1.example.com                                                                                  10.76%    109MiB / 11.57GiB     73.4MB / 201MB    0B / 3.58MB      11
5a0f9bea03ce   peer4.org1.example.com                                                                                  10.19%    99.83MiB / 11.57GiB   73.2MB / 199MB    0B / 3.58MB      12
1a480bd456c6   peer3.org1.example.com                                                                                  11.04%    120MiB / 11.57GiB     73.4MB / 201MB    0B / 3.58MB      12
fa70d2202b4f   peer2.org1.example.com                                                                                  12.44%    116.5MiB / 11.57GiB   73.6MB / 201MB    0B / 3.58MB      11
66d35b1ee5d1   peer1.org1.example.com                                                                                  11.85%    118.6MiB / 11.57GiB   73.5MB / 200MB    0B / 3.58MB      11
ec9efa6ab79b   cli                                                                                                     0.00%     1.066MiB / 11.57GiB   116kB / 17.6kB    0B / 336kB       1
c680561b1986   peer0.org1.example.com                                                                                  14.80%    152.2MiB / 11.57GiB   237MB / 167MB     0B / 3.44MB      11
06078c961359   peer0.org2.example.com                                                                                  2.26%     83.61MiB / 11.57GiB   11.6MB / 8.26MB   0B / 3.44MB      11
fd6d329a728d   couchdb0                                                                                                50.03%    113.7MiB / 11.57GiB   6.99MB / 165MB    0B / 1.55MB      42
8563171154d1   couchdb1                                                                                                2.07%     60.25MiB / 11.57GiB   574kB / 569kB     0B / 1.55MB      42
a585f400ce9d   orderer.example.com                                                                                     0.07%     23.76MiB / 11.57GiB   435kB / 3.72MB    0B / 643kB       12
347ecfa35135   ca_orderer                                                                                              0.00%     7.242MiB / 11.57GiB   30kB / 27.2kB     16.4kB / 659kB   8
07b3ed2821dc   ca_org2                                                                                                 0.00%     7.289MiB / 11.57GiB   77.8kB / 133kB    0B / 1.65MB      8
4e060823a6a3   ca_org1                                                                                                 0.00%     7.262MiB / 11.57GiB   78.1kB / 134kB    0B / 1.65MB      7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
3746c4adfd36   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   9.23%     10.6MiB / 2GiB        74.3MB / 62.7MB   0B / 0B          9
41808ef6296e   dev-peer4.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   19.90%    10.72MiB / 2GiB       76.7MB / 64.5MB   0B / 0B          9
7c58a9280cd3   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.172MiB / 2GiB       6.86kB / 3.51kB   0B / 0B          7
739ec15121ac   dev-peer4.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.387MiB / 2GiB       7.13kB / 3.93kB   0B / 0B          7
6f76f36aec26   dev-peer7.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.109MiB / 2GiB       6.94kB / 3.6kB    0B / 0B          7
ce17cc25e19a   dev-peer5.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.434MiB / 2GiB       7kB / 3.52kB      0B / 0B          6
8d952ea8584a   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     6.094MiB / 2GiB       661kB / 790kB     0B / 0B          7
3f8cd61a72d1   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   17.91%    8.969MiB / 2GiB       77.3MB / 65.1MB   0B / 0B          9
b42e8004cbe2   dev-peer7.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   21.14%    9.07MiB / 2GiB        77.2MB / 65MB     0B / 0B          10
9de7490e6ba4   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.62%    8.891MiB / 2GiB       77.2MB / 65MB     0B / 0B          10
edc1b4f69ce0   dev-peer5.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   15.68%    8.266MiB / 2GiB       77.5MB / 65.2MB   0B / 0B          9
b1bc63b3ee11   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   16.39%    9.852MiB / 2GiB       76.5MB / 64.5MB   0B / 0B          10
7882f567d61d   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.578MiB / 2GiB       7.12kB / 3.51kB   0B / 0B          7
c87b0d29caf2   dev-peer6.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.273MiB / 2GiB       7.36kB / 3.71kB   0B / 0B          7
31a15a9f507f   dev-peer6.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   22.05%    10.13MiB / 2GiB       76.7MB / 64.6MB   0B / 0B          9
03be906b5a23   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.566MiB / 2GiB       7kB / 3.58kB      0B / 0B          7
